zip,state,enroll
03031,New Hampshire,332
03032,New Hampshire,150
03033,New Hampshire,151
03034,New Hampshire,122
03036,New Hampshire,147
03037,New Hampshire,174
03038,New Hampshire,945
03040,New Hampshire,*
03041,New Hampshire,*
03042,New Hampshire,195
03043,New Hampshire,52
03044,New Hampshire,121
03045,New Hampshire,373
03046,New Hampshire,85
03047,New Hampshire,54
03048,New Hampshire,90
03049,New Hampshire,213
03051,New Hampshire,587
03052,New Hampshire,168
03053,New Hampshire,561
03054,New Hampshire,638
03055,New Hampshire,472
03057,New Hampshire,101
03060,New Hampshire,811
03061,New Hampshire,*
03062,New Hampshire,661
03063,New Hampshire,406
03064,New Hampshire,438
03070,New Hampshire,188
03071,New Hampshire,81
03073,New Hampshire,*
03076,New Hampshire,323
03077,New Hampshire,248
03079,New Hampshire,813
03082,New Hampshire,52
03084,New Hampshire,60
03086,New Hampshire,153
03087,New Hampshire,386
03101,New Hampshire,95
03102,New Hampshire,962
03103,New Hampshire,952
03104,New Hampshire,908
03105,New Hampshire,*
03106,New Hampshire,370
03107,New Hampshire,*
03108,New Hampshire,*
03109,New Hampshire,294
03110,New Hampshire,494
03111,New Hampshire,*
03215,New Hampshire,*
03216,New Hampshire,66
03217,New Hampshire,84
03218,New Hampshire,*
03220,New Hampshire,218
03221,New Hampshire,81
03222,New Hampshire,201
03223,New Hampshire,155
03224,New Hampshire,77
03225,New Hampshire,104
03226,New Hampshire,62
03227,New Hampshire,77
03229,New Hampshire,128
03230,New Hampshire,54
03231,New Hampshire,*
03233,New Hampshire,*
03234,New Hampshire,120
03235,New Hampshire,201
03237,New Hampshire,80
03238,New Hampshire,*
03240,New Hampshire,*
03241,New Hampshire,*
03242,New Hampshire,104
03243,New Hampshire,*
03244,New Hampshire,206
03245,New Hampshire,85
03246,New Hampshire,453
03247,New Hampshire,*
03249,New Hampshire,251
03251,New Hampshire,88
03252,New Hampshire,*
03253,New Hampshire,319
03254,New Hampshire,220
03255,New Hampshire,68
03256,New Hampshire,77
03257,New Hampshire,96
03258,New Hampshire,73
03259,New Hampshire,*
03260,New Hampshire,*
03261,New Hampshire,121
03262,New Hampshire,64
03263,New Hampshire,108
03264,New Hampshire,214
03266,New Hampshire,86
03268,New Hampshire,*
03269,New Hampshire,113
03272,New Hampshire,*
03273,New Hampshire,*
03274,New Hampshire,*
03275,New Hampshire,270
03276,New Hampshire,235
03278,New Hampshire,78
03279,New Hampshire,62
03280,New Hampshire,*
03281,New Hampshire,225
03282,New Hampshire,*
03284,New Hampshire,*
03285,New Hampshire,125
03287,New Hampshire,*
03289,New Hampshire,*
03290,New Hampshire,137
03291,New Hampshire,*
03293,New Hampshire,*
03298,New Hampshire,*
03299,New Hampshire,*
03301,New Hampshire,868
03302,New Hampshire,*
03303,New Hampshire,279
03304,New Hampshire,152
03305,New Hampshire,*
03307,New Hampshire,105
03431,New Hampshire,785
03435,New Hampshire,*
03440,New Hampshire,89
03441,New Hampshire,*
03442,New Hampshire,*
03443,New Hampshire,*
03444,New Hampshire,65
03445,New Hampshire,*
03446,New Hampshire,147
03447,New Hampshire,64
03448,New Hampshire,*
03449,New Hampshire,92
03450,New Hampshire,72
03451,New Hampshire,89
03452,New Hampshire,144
03455,New Hampshire,67
03456,New Hampshire,*
03457,New Hampshire,*
03458,New Hampshire,228
03461,New Hampshire,138
03462,New Hampshire,77
03464,New Hampshire,*
03465,New Hampshire,60
03466,New Hampshire,*
03467,New Hampshire,55
03468,New Hampshire,*
03469,New Hampshire,*
03470,New Hampshire,160
03561,New Hampshire,218
03570,New Hampshire,297
03574,New Hampshire,146
03575,New Hampshire,*
03576,New Hampshire,188
03579,New Hampshire,*
03580,New Hampshire,76
03581,New Hampshire,137
03582,New Hampshire,112
03583,New Hampshire,73
03584,New Hampshire,151
03585,New Hampshire,99
03586,New Hampshire,*
03588,New Hampshire,58
03589,New Hampshire,*
03590,New Hampshire,*
03592,New Hampshire,72
03593,New Hampshire,*
03595,New Hampshire,*
03597,New Hampshire,*
03598,New Hampshire,162
03601,New Hampshire,*
03602,New Hampshire,137
03603,New Hampshire,101
03604,New Hampshire,*
03605,New Hampshire,*
03607,New Hampshire,*
03608,New Hampshire,130
03609,New Hampshire,*
03740,New Hampshire,*
03741,New Hampshire,118
03743,New Hampshire,221
03745,New Hampshire,*
03746,New Hampshire,*
03748,New Hampshire,138
03749,New Hampshire,*
03750,New Hampshire,*
03751,New Hampshire,*
03752,New Hampshire,*
03753,New Hampshire,71
03754,New Hampshire,*
03755,New Hampshire,177
03756,New Hampshire,*
03765,New Hampshire,*
03766,New Hampshire,254
03768,New Hampshire,64
03769,New Hampshire,*
03770,New Hampshire,*
03771,New Hampshire,*
03773,New Hampshire,172
03774,New Hampshire,*
03777,New Hampshire,53
03779,New Hampshire,*
03780,New Hampshire,*
03781,New Hampshire,63
03782,New Hampshire,82
03784,New Hampshire,94
03785,New Hampshire,*
03801,New Hampshire,885
03802,New Hampshire,*
03803,New Hampshire,*
03804,Maine,*
03805,New Hampshire,*
03809,New Hampshire,177
03810,New Hampshire,83
03811,New Hampshire,166
03812,New Hampshire,84
03813,New Hampshire,220
03814,New Hampshire,87
03815,New Hampshire,*
03816,New Hampshire,103
03817,New Hampshire,*
03818,New Hampshire,291
03819,New Hampshire,132
03820,New Hampshire,1011
03821,New Hampshire,*
03822,New Hampshire,*
03823,New Hampshire,54
03824,New Hampshire,185
03825,New Hampshire,259
03826,New Hampshire,88
03827,New Hampshire,106
03830,New Hampshire,69
03832,New Hampshire,*
03833,New Hampshire,763
03835,New Hampshire,165
03836,New Hampshire,73
03837,New Hampshire,*
03838,New Hampshire,72
03839,New Hampshire,115
03840,New Hampshire,152
03841,New Hampshire,173
03842,New Hampshire,604
03843,New Hampshire,*
03844,New Hampshire,91
03845,New Hampshire,96
03846,New Hampshire,102
03847,New Hampshire,*
03848,New Hampshire,203
03849,New Hampshire,106
03850,New Hampshire,*
03851,New Hampshire,106
03852,New Hampshire,*
03853,New Hampshire,*
03854,New Hampshire,*
03855,New Hampshire,70
03856,New Hampshire,57
03857,New Hampshire,326
03858,New Hampshire,103
03859,New Hampshire,*
03860,New Hampshire,309
03861,New Hampshire,173
03862,New Hampshire,171
03864,New Hampshire,93
03865,New Hampshire,167
03866,New Hampshire,*
03867,New Hampshire,480
03868,New Hampshire,116
03869,New Hampshire,80
03870,New Hampshire,233
03871,New Hampshire,*
03872,New Hampshire,139
03873,New Hampshire,182
03874,New Hampshire,272
03875,New Hampshire,*
03878,New Hampshire,293
03882,New Hampshire,77
03883,New Hampshire,*
03884,New Hampshire,154
03885,New Hampshire,240
03886,New Hampshire,138
03887,New Hampshire,*
03890,New Hampshire,*
03894,New Hampshire,335
03896,New Hampshire,*
03897,New Hampshire,*
03901,Maine,207
03902,Maine,114
03903,Maine,237
03904,Maine,304
03905,Maine,110
03906,Maine,141
03907,Maine,76
03908,Maine,289
03909,Maine,421
03910,Maine,*
03911,Maine,*
04001,Maine,99
04002,Maine,243
04003,Maine,*
04004,Maine,*
04005,Maine,543
04006,Maine,*
04007,Maine,*
04008,Maine,114
04009,Maine,200
04010,Maine,89
04011,Maine,680
04013,Maine,*
04014,Maine,*
04015,Maine,95
04016,Maine,*
04017,Maine,*
04019,Maine,*
04020,Maine,*
04021,Maine,162
04022,Maine,70
04024,Maine,*
04027,Maine,138
04028,Maine,*
04029,Maine,51
04030,Maine,65
04032,Maine,349
04033,Maine,*
04034,Maine,*
04037,Maine,252
04038,Maine,348
04039,Maine,233
04040,Maine,123
04041,Maine,64
04042,Maine,112
04043,Maine,428
04046,Maine,371
04047,Maine,78
04048,Maine,83
04049,Maine,122
04050,Maine,*
04051,Maine,73
04054,Maine,*
04055,Maine,162
04056,Maine,*
04057,Maine,*
04061,Maine,53
04062,Maine,473
04063,Maine,*
04064,Maine,321
04066,Maine,*
04068,Maine,61
04069,Maine,80
04070,Maine,*
04071,Maine,161
04072,Maine,563
04073,Maine,392
04074,Maine,597
04076,Maine,105
04077,Maine,*
04078,Maine,*
04079,Maine,217
04082,Maine,*
04083,Maine,116
04084,Maine,213
04085,Maine,69
04086,Maine,286
04087,Maine,52
04088,Maine,*
04090,Maine,354
04091,Maine,*
04092,Maine,462
04093,Maine,204
04094,Maine,*
04095,Maine,53
04096,Maine,326
04097,Maine,159
04098,Maine,*
04101,Maine,991
04102,Maine,812
04103,Maine,1093
04104,Maine,*
04105,Maine,357
04106,Maine,903
04107,Maine,382
04108,Maine,59
04109,Maine,*
04110,Maine,*
04112,Maine,*
04116,Maine,*
04122,Maine,*
04123,Maine,*
04124,Maine,*
04210,Maine,419
04211,Maine,*
04212,Maine,*
04216,Maine,*
04217,Maine,201
04219,Maine,60
04220,Maine,87
04221,Maine,*
04222,Maine,97
04223,Maine,*
04224,Maine,88
04225,Maine,*
04226,Maine,*
04227,Maine,*
04228,Maine,*
04230,Maine,*
04231,Maine,*
04234,Maine,*
04236,Maine,102
04237,Maine,*
04238,Maine,*
04239,Maine,139
04240,Maine,593
04241,Maine,*
04243,Maine,*
04250,Maine,65
04252,Maine,111
04253,Maine,56
04254,Maine,57
04255,Maine,59
04256,Maine,75
04257,Maine,63
04258,Maine,91
04259,Maine,83
04260,Maine,194
04261,Maine,*
04262,Maine,*
04263,Maine,70
04265,Maine,*
04266,Maine,*
04267,Maine,*
04268,Maine,138
04270,Maine,196
04271,Maine,*
04274,Maine,134
04275,Maine,*
04276,Maine,184
04280,Maine,127
04281,Maine,133
04282,Maine,132
04284,Maine,*
04285,Maine,*
04286,Maine,*
04287,Maine,82
04288,Maine,*
04289,Maine,55
04290,Maine,58
04291,Maine,*
04292,Maine,*
04294,Maine,86
04330,Maine,566
04332,Maine,*
04333,Maine,*
04336,Maine,*
04338,Maine,*
04341,Maine,*
04342,Maine,*
04343,Maine,*
04344,Maine,97
04345,Maine,293
04346,Maine,*
04347,Maine,87
04348,Maine,153
04349,Maine,*
04350,Maine,87
04351,Maine,70
04352,Maine,*
04353,Maine,94
04354,Maine,*
04355,Maine,89
04357,Maine,72
04358,Maine,110
04359,Maine,*
04360,Maine,*
04363,Maine,*
04364,Maine,137
04401,Maine,1071
04402,Maine,*
04406,Maine,*
04408,Maine,*
04410,Maine,*
04411,Maine,*
04412,Maine,214
04413,Maine,*
04414,Maine,*
04415,Maine,*
04416,Maine,163
04417,Maine,*
04418,Maine,*
04419,Maine,78
04420,Maine,*
04421,Maine,*
04422,Maine,*
04424,Maine,*
04426,Maine,110
04427,Maine,56
04428,Maine,88
04429,Maine,145
04430,Maine,58
04431,Maine,*
04434,Maine,*
04435,Maine,*
04438,Maine,*
04441,Maine,87
04442,Maine,*
04443,Maine,78
04444,Maine,179
04448,Maine,*
04449,Maine,*
04450,Maine,*
04451,Maine,*
04453,Maine,*
04454,Maine,*
04455,Maine,*
04456,Maine,64
04457,Maine,162
04459,Maine,*
04460,Maine,76
04461,Maine,53
04462,Maine,181
04463,Maine,75
04464,Maine,*
04468,Maine,179
04469,Maine,*
04471,Maine,*
04472,Maine,101
04473,Maine,134
04474,Maine,96
04475,Maine,*
04476,Maine,63
04478,Maine,*
04479,Maine,*
04481,Maine,*
04485,Maine,*
04487,Maine,*
04488,Maine,*
04489,Maine,*
04490,Maine,*
04491,Maine,*
04492,Maine,*
04493,Maine,*
04495,Maine,*
04496,Maine,138
04497,Maine,*
04530,Maine,414
04535,Maine,52
04537,Maine,142
04538,Maine,115
04539,Maine,77
04541,Maine,*
04543,Maine,129
04544,Maine,*
04547,Maine,90
04548,Maine,60
04549,Maine,*
04551,Maine,*
04553,Maine,131
04554,Maine,*
04555,Maine,116
04556,Maine,81
04558,Maine,*
04562,Maine,89
04563,Maine,59
04564,Maine,*
04565,Maine,*
04568,Maine,*
04570,Maine,*
04571,Maine,*
04572,Maine,219
04573,Maine,*
04574,Maine,65
04575,Maine,*
04576,Maine,*
04578,Maine,191
04579,Maine,89
04605,Maine,577
04606,Maine,96
04607,Maine,64
04609,Maine,399
04611,Maine,*
04612,Maine,*
04613,Maine,*
04614,Maine,207
04616,Maine,101
04617,Maine,70
04619,Maine,97
04622,Maine,55
04623,Maine,57
04624,Maine,*
04625,Maine,*
04626,Maine,*
04627,Maine,128
04628,Maine,*
04629,Maine,*
04630,Maine,53
04631,Maine,66
04634,Maine,87
04635,Maine,*
04637,Maine,*
04640,Maine,108
04642,Maine,*
04643,Maine,*
04644,Maine,*
04645,Maine,*
04646,Maine,*
04648,Maine,*
04649,Maine,*
04650,Maine,*
04652,Maine,*
04653,Maine,*
04654,Maine,72
04655,Maine,*
04657,Maine,*
04658,Maine,105
04660,Maine,98
04662,Maine,*
04664,Maine,80
04666,Maine,*
04667,Maine,*
04668,Maine,*
04669,Maine,*
04671,Maine,*
04672,Maine,*
04673,Maine,*
04674,Maine,*
04675,Maine,*
04676,Maine,106
04677,Maine,*
04679,Maine,104
04680,Maine,78
04681,Maine,135
04683,Maine,*
04684,Maine,84
04685,Maine,*
04686,Maine,*
04691,Maine,*
04693,Maine,*
04694,Maine,64
04730,Maine,230
04732,Maine,63
04733,Maine,*
04734,Maine,*
04735,Maine,*
04736,Maine,272
04737,Maine,*
04738,Maine,*
04739,Maine,*
04740,Maine,*
04741,Maine,*
04742,Maine,89
04743,Maine,227
04744,Maine,*
04745,Maine,72
04746,Maine,*
04747,Maine,*
04750,Maine,55
04751,Maine,*
04756,Maine,159
04757,Maine,81
04758,Maine,*
04760,Maine,*
04761,Maine,*
04762,Maine,*
04763,Maine,*
04764,Maine,*
04765,Maine,*
04766,Maine,*
04768,Maine,*
04769,Maine,234
04772,Maine,*
04773,Maine,*
04774,Maine,*
04775,Maine,*
04776,Maine,*
04777,Maine,*
04779,Maine,*
04780,Maine,*
04781,Maine,*
04783,Maine,*
04785,Maine,85
04786,Maine,56
04787,Maine,*
04841,Maine,325
04843,Maine,469
04846,Maine,*
04847,Maine,152
04848,Maine,69
04849,Maine,290
04850,Maine,*
04851,Maine,*
04852,Maine,*
04853,Maine,*
04854,Maine,84
04855,Maine,*
04856,Maine,229
04858,Maine,86
04859,Maine,*
04860,Maine,111
04861,Maine,125
04862,Maine,214
04863,Maine,141
04864,Maine,178
04865,Maine,*
04901,Maine,506
04903,Maine,*
04910,Maine,73
04911,Maine,57
04912,Maine,*
04915,Maine,444
04917,Maine,80
04918,Maine,*
04920,Maine,52
04921,Maine,63
04922,Maine,*
04923,Maine,*
04924,Maine,*
04925,Maine,*
04926,Maine,*
04927,Maine,69
04928,Maine,51
04929,Maine,*
04930,Maine,72
04932,Maine,*
04933,Maine,*
04935,Maine,*
04936,Maine,*
04937,Maine,104
04938,Maine,232
04939,Maine,*
04940,Maine,*
04941,Maine,108
04942,Maine,*
04943,Maine,*
04944,Maine,*
04945,Maine,*
04947,Maine,78
04949,Maine,*
04950,Maine,85
04951,Maine,52
04952,Maine,66
04953,Maine,71
04954,Maine,*
04955,Maine,*
04956,Maine,*
04957,Maine,108
04958,Maine,57
04961,Maine,*
04962,Maine,*
04963,Maine,152
04964,Maine,*
04965,Maine,*
04966,Maine,55
04967,Maine,78
04969,Maine,*
04970,Maine,95
04971,Maine,51
04972,Maine,*
04973,Maine,57
04974,Maine,101
04975,Maine,*
04976,Maine,194
04978,Maine,*
04979,Maine,*
04981,Maine,69
04982,Maine,*
04983,Maine,80
04984,Maine,*
04985,Maine,*
04986,Maine,63
04987,Maine,*
04988,Maine,58
04989,Maine,114
04992,Maine,*
07001,New Jersey,234
07002,New Jersey,1042
07003,New Jersey,1078
07004,New Jersey,119
07005,New Jersey,245
07006,New Jersey,420
07007,New Jersey,*
07008,New Jersey,638
07009,New Jersey,203
07010,New Jersey,603
07011,New Jersey,848
07012,New Jersey,259
07013,New Jersey,530
07014,New Jersey,123
07015,New Jersey,*
07016,New Jersey,272
07017,New Jersey,612
07018,New Jersey,541
07019,New Jersey,*
07020,New Jersey,282
07021,New Jersey,*
07022,New Jersey,337
07023,New Jersey,102
07024,New Jersey,1014
07026,New Jersey,667
07027,New Jersey,60
07028,New Jersey,136
07029,New Jersey,333
07030,New Jersey,718
07031,New Jersey,323
07032,New Jersey,869
07033,New Jersey,120
07034,New Jersey,171
07035,New Jersey,184
07036,New Jersey,822
07039,New Jersey,475
07040,New Jersey,551
07041,New Jersey,156
07042,New Jersey,651
07043,New Jersey,243
07044,New Jersey,220
07045,New Jersey,190
07046,New Jersey,*
07047,New Jersey,1596
07050,New Jersey,653
07051,New Jersey,*
07052,New Jersey,976
07054,New Jersey,664
07055,New Jersey,1245
07057,New Jersey,267
07058,New Jersey,110
07059,New Jersey,283
07060,New Jersey,993
07061,New Jersey,*
07062,New Jersey,269
07063,New Jersey,309
07064,New Jersey,*
07065,New Jersey,500
07066,New Jersey,258
07067,New Jersey,307
07068,New Jersey,81
07069,New Jersey,107
07070,New Jersey,470
07071,New Jersey,433
07072,New Jersey,125
07073,New Jersey,178
07074,New Jersey,89
07075,New Jersey,137
07076,New Jersey,366
07077,New Jersey,*
07078,New Jersey,135
07079,New Jersey,330
07080,New Jersey,439
07081,New Jersey,297
07082,New Jersey,94
07083,New Jersey,1013
07086,New Jersey,362
07087,New Jersey,1671
07088,New Jersey,78
07090,New Jersey,394
07091,New Jersey,*
07092,New Jersey,66
07093,New Jersey,1573
07094,New Jersey,384
07095,New Jersey,321
07096,New Jersey,*
07097,New Jersey,*
07099,New Jersey,*
07101,New Jersey,*
07102,New Jersey,159
07103,New Jersey,420
07104,New Jersey,970
07105,New Jersey,903
07106,New Jersey,519
07107,New Jersey,670
07108,New Jersey,360
07109,New Jersey,863
07110,New Jersey,501
07111,New Jersey,1128
07112,New Jersey,413
07114,New Jersey,138
07175,New Jersey,*
07184,New Jersey,*
07188,New Jersey,*
07189,New Jersey,*
07191,New Jersey,*
07192,New Jersey,*
07193,New Jersey,*
07195,New Jersey,*
07198,New Jersey,*
07199,New Jersey,*
07201,New Jersey,618
07202,New Jersey,932
07203,New Jersey,438
07204,New Jersey,275
07205,New Jersey,496
07206,New Jersey,597
07207,New Jersey,*
07208,New Jersey,762
07302,New Jersey,786
07303,New Jersey,*
07304,New Jersey,793
07305,New Jersey,957
07306,New Jersey,1150
07307,New Jersey,1037
07308,New Jersey,*
07310,New Jersey,156
07311,New Jersey,*
07395,New Jersey,*
07399,New Jersey,*
07401,New Jersey,108
07403,New Jersey,128
07405,New Jersey,260
07407,New Jersey,464
07410,New Jersey,624
07416,New Jersey,97
07417,New Jersey,182
07418,New Jersey,*
07419,New Jersey,189
07420,New Jersey,70
07421,New Jersey,133
07422,New Jersey,103
07423,New Jersey,*
07424,New Jersey,477
07428,New Jersey,*
07430,New Jersey,435
07432,New Jersey,124
07435,New Jersey,*
07436,New Jersey,209
07438,New Jersey,169
07439,New Jersey,*
07440,New Jersey,81
07442,New Jersey,184
07444,New Jersey,151
07446,New Jersey,260
07450,New Jersey,460
07451,New Jersey,*
07452,New Jersey,179
07456,New Jersey,239
07457,New Jersey,65
07458,New Jersey,217
07460,New Jersey,*
07461,New Jersey,292
07462,New Jersey,137
07463,New Jersey,191
07465,New Jersey,86
07470,New Jersey,969
07474,New Jersey,*
07480,New Jersey,218
07481,New Jersey,241
07495,New Jersey,*
07501,New Jersey,541
07502,New Jersey,341
07503,New Jersey,343
07504,New Jersey,288
07505,New Jersey,51
07506,New Jersey,327
07507,New Jersey,*
07508,New Jersey,407
07509,New Jersey,*
07510,New Jersey,*
07511,New Jersey,*
07512,New Jersey,180
07513,New Jersey,327
07514,New Jersey,360
07522,New Jersey,365
07524,New Jersey,264
07533,New Jersey,*
07538,New Jersey,*
07543,New Jersey,*
07544,New Jersey,*
07601,New Jersey,971
07602,New Jersey,*
07603,New Jersey,196
07604,New Jersey,216
07605,New Jersey,283
07606,New Jersey,52
07607,New Jersey,191
07608,New Jersey,*
07620,New Jersey,*
07621,New Jersey,572
07624,New Jersey,275
07626,New Jersey,265
07627,New Jersey,104
07628,New Jersey,315
07630,New Jersey,118
07631,New Jersey,599
07632,New Jersey,139
07640,New Jersey,106
07641,New Jersey,67
07642,New Jersey,148
07643,New Jersey,297
07644,New Jersey,602
07645,New Jersey,166
07646,New Jersey,328
07647,New Jersey,147
07648,New Jersey,166
07649,New Jersey,107
07650,New Jersey,1009
07652,New Jersey,689
07653,New Jersey,*
07656,New Jersey,120
07657,New Jersey,483
07660,New Jersey,299
07661,New Jersey,280
07662,New Jersey,123
07663,New Jersey,256
07666,New Jersey,766
07670,New Jersey,313
07675,New Jersey,510
07676,New Jersey,166
07677,New Jersey,83
07699,New Jersey,*
07701,New Jersey,422
07702,New Jersey,*
07703,New Jersey,*
07704,New Jersey,102
07709,New Jersey,*
07710,New Jersey,*
07711,New Jersey,*
07712,New Jersey,726
07715,New Jersey,*
07716,New Jersey,184
07717,New Jersey,*
07718,New Jersey,80
07719,New Jersey,376
07720,New Jersey,83
07721,New Jersey,60
07722,New Jersey,136
07723,New Jersey,*
07724,New Jersey,458
07726,New Jersey,812
07727,New Jersey,101
07728,New Jersey,801
07730,New Jersey,237
07731,New Jersey,559
07732,New Jersey,92
07733,New Jersey,289
07734,New Jersey,165
07735,New Jersey,308
07737,New Jersey,55
07738,New Jersey,80
07739,New Jersey,79
07740,New Jersey,520
07746,New Jersey,357
07747,New Jersey,605
07748,New Jersey,464
07750,New Jersey,82
07751,New Jersey,394
07752,New Jersey,*
07753,New Jersey,591
07754,New Jersey,*
07755,New Jersey,109
07756,New Jersey,75
07757,New Jersey,123
07758,New Jersey,71
07760,New Jersey,158
07762,New Jersey,156
07763,New Jersey,*
07764,New Jersey,136
07765,New Jersey,*
07799,New Jersey,*
07801,New Jersey,512
07802,New Jersey,*
07803,New Jersey,*
07806,New Jersey,*
07820,New Jersey,*
07821,New Jersey,160
07822,New Jersey,*
07823,New Jersey,98
07825,New Jersey,194
07826,New Jersey,101
07827,New Jersey,*
07828,New Jersey,225
07829,New Jersey,*
07830,New Jersey,122
07831,New Jersey,*
07832,New Jersey,84
07833,New Jersey,*
07834,New Jersey,297
07836,New Jersey,192
07837,New Jersey,*
07838,New Jersey,79
07839,New Jersey,*
07840,New Jersey,533
07842,New Jersey,*
07843,New Jersey,228
07844,New Jersey,*
07845,New Jersey,*
07846,New Jersey,*
07847,New Jersey,*
07848,New Jersey,70
07849,New Jersey,184
07850,New Jersey,102
07851,New Jersey,*
07852,New Jersey,67
07853,New Jersey,193
07855,New Jersey,*
07856,New Jersey,60
07857,New Jersey,62
07860,New Jersey,451
07863,New Jersey,71
07865,New Jersey,*
07866,New Jersey,335
07869,New Jersey,368
07870,New Jersey,*
07871,New Jersey,276
07874,New Jersey,147
07875,New Jersey,*
07876,New Jersey,166
07877,New Jersey,*
07878,New Jersey,*
07879,New Jersey,*
07880,New Jersey,*
07881,New Jersey,*
07882,New Jersey,193
07885,New Jersey,213
07890,New Jersey,*
07901,New Jersey,346
07902,New Jersey,*
07920,New Jersey,410
07921,New Jersey,148
07922,New Jersey,134
07924,New Jersey,132
07926,New Jersey,*
07927,New Jersey,81
07928,New Jersey,210
07930,New Jersey,118
07931,New Jersey,*
07932,New Jersey,121
07933,New Jersey,80
07934,New Jersey,*
07935,New Jersey,*
07936,New Jersey,214
07938,New Jersey,*
07939,New Jersey,*
07940,New Jersey,222
07945,New Jersey,116
07946,New Jersey,*
07950,New Jersey,333
07960,New Jersey,657
07961,New Jersey,*
07962,New Jersey,*
07963,New Jersey,*
07970,New Jersey,*
07974,New Jersey,163
07976,New Jersey,*
07977,New Jersey,*
07978,New Jersey,*
07979,New Jersey,*
07980,New Jersey,*
07981,New Jersey,137
07999,New Jersey,*
08001,New Jersey,*
08002,New Jersey,585
08003,New Jersey,700
08004,New Jersey,249
08005,New Jersey,374
08006,New Jersey,*
08007,New Jersey,94
08008,New Jersey,144
08009,New Jersey,252
08010,New Jersey,198
08011,New Jersey,*
08012,New Jersey,661
08014,New Jersey,*
08015,New Jersey,282
08016,New Jersey,536
08018,New Jersey,*
08019,New Jersey,*
08020,New Jersey,*
08021,New Jersey,992
08022,New Jersey,120
08023,New Jersey,*
08025,New Jersey,*
08026,New Jersey,*
08027,New Jersey,62
08028,New Jersey,289
08029,New Jersey,101
08030,New Jersey,184
08031,New Jersey,276
08032,New Jersey,*
08033,New Jersey,280
08034,New Jersey,385
08035,New Jersey,160
08036,New Jersey,100
08037,New Jersey,388
08038,New Jersey,*
08039,New Jersey,*
08041,New Jersey,*
08042,New Jersey,*
08043,New Jersey,791
08045,New Jersey,58
08046,New Jersey,601
08048,New Jersey,190
08049,New Jersey,105
08050,New Jersey,436
08051,New Jersey,193
08052,New Jersey,466
08053,New Jersey,973
08054,New Jersey,772
08055,New Jersey,498
08056,New Jersey,73
08057,New Jersey,356
08059,New Jersey,98
08060,New Jersey,424
08061,New Jersey,*
08062,New Jersey,273
08063,New Jersey,*
08064,New Jersey,*
08065,New Jersey,145
08066,New Jersey,129
08067,New Jersey,*
08068,New Jersey,80
08069,New Jersey,139
08070,New Jersey,133
08071,New Jersey,167
08072,New Jersey,*
08073,New Jersey,*
08074,New Jersey,*
08075,New Jersey,511
08076,New Jersey,*
08077,New Jersey,347
08078,New Jersey,197
08079,New Jersey,120
08080,New Jersey,717
08081,New Jersey,1016
08083,New Jersey,179
08084,New Jersey,128
08085,New Jersey,329
08086,New Jersey,137
08087,New Jersey,365
08088,New Jersey,403
08089,New Jersey,74
08090,New Jersey,136
08091,New Jersey,118
08092,New Jersey,82
08093,New Jersey,155
08094,New Jersey,695
08095,New Jersey,*
08096,New Jersey,663
08097,New Jersey,65
08098,New Jersey,134
08099,New Jersey,*
08101,New Jersey,*
08102,New Jersey,83
08103,New Jersey,172
08104,New Jersey,264
08105,New Jersey,427
08106,New Jersey,186
08107,New Jersey,243
08108,New Jersey,410
08109,New Jersey,483
08110,New Jersey,401
08201,New Jersey,221
08202,New Jersey,*
08203,New Jersey,198
08204,New Jersey,387
08205,New Jersey,713
08210,New Jersey,388
08212,New Jersey,*
08213,New Jersey,*
08214,New Jersey,*
08215,New Jersey,253
08217,New Jersey,*
08218,New Jersey,*
08219,New Jersey,*
08220,New Jersey,*
08221,New Jersey,164
08223,New Jersey,79
08224,New Jersey,*
08225,New Jersey,212
08226,New Jersey,325
08230,New Jersey,122
08231,New Jersey,*
08232,New Jersey,300
08234,New Jersey,1038
08240,New Jersey,*
08241,New Jersey,*
08242,New Jersey,66
08243,New Jersey,*
08244,New Jersey,292
08245,New Jersey,*
08246,New Jersey,*
08247,New Jersey,*
08248,New Jersey,*
08250,New Jersey,*
08251,New Jersey,202
08252,New Jersey,*
08260,New Jersey,342
08270,New Jersey,123
08302,New Jersey,481
08310,New Jersey,*
08311,New Jersey,*
08312,New Jersey,142
08313,New Jersey,*
08314,New Jersey,*
08315,New Jersey,*
08316,New Jersey,*
08317,New Jersey,*
08318,New Jersey,191
08319,New Jersey,*
08320,New Jersey,*
08321,New Jersey,*
08322,New Jersey,194
08323,New Jersey,*
08324,New Jersey,*
08326,New Jersey,*
08327,New Jersey,*
08328,New Jersey,*
08329,New Jersey,*
08330,New Jersey,539
08332,New Jersey,510
08340,New Jersey,*
08341,New Jersey,*
08342,New Jersey,*
08343,New Jersey,84
08344,New Jersey,105
08345,New Jersey,*
08346,New Jersey,*
08347,New Jersey,*
08348,New Jersey,*
08349,New Jersey,*
08350,New Jersey,*
08352,New Jersey,*
08353,New Jersey,*
08360,New Jersey,628
08361,New Jersey,267
08362,New Jersey,*
08401,New Jersey,602
08402,New Jersey,175
08403,New Jersey,*
08404,New Jersey,*
08405,New Jersey,*
08406,New Jersey,251
08501,New Jersey,81
08502,New Jersey,199
08504,New Jersey,*
08505,New Jersey,292
08510,New Jersey,86
08511,New Jersey,*
08512,New Jersey,188
08514,New Jersey,76
