zip,state,enroll
48705,Michigan,*
48706,Michigan,851
48707,Michigan,*
48708,Michigan,611
48710,Michigan,*
48720,Michigan,*
48721,Michigan,*
48722,Michigan,70
48723,Michigan,239
48724,Michigan,*
48725,Michigan,81
48726,Michigan,122
48727,Michigan,*
48728,Michigan,*
48729,Michigan,*
48730,Michigan,134
48731,Michigan,*
48732,Michigan,250
48733,Michigan,*
48734,Michigan,184
48735,Michigan,*
48737,Michigan,*
48738,Michigan,*
48739,Michigan,141
48740,Michigan,79
48741,Michigan,62
48742,Michigan,*
48743,Michigan,*
48744,Michigan,121
48745,Michigan,*
48746,Michigan,208
48747,Michigan,*
48748,Michigan,*
48749,Michigan,*
48750,Michigan,226
48754,Michigan,*
48755,Michigan,97
48756,Michigan,139
48757,Michigan,85
48758,Michigan,*
48759,Michigan,87
48760,Michigan,*
48761,Michigan,*
48762,Michigan,*
48763,Michigan,143
48764,Michigan,*
48765,Michigan,*
48766,Michigan,*
48767,Michigan,*
48768,Michigan,236
48770,Michigan,*
48787,Michigan,*
48801,Michigan,234
48804,Michigan,*
48805,Michigan,*
48806,Michigan,*
48807,Michigan,*
48808,Michigan,126
48809,Michigan,259
48811,Michigan,81
48812,Michigan,*
48813,Michigan,368
48815,Michigan,60
48816,Michigan,*
48817,Michigan,129
48818,Michigan,64
48819,Michigan,*
48820,Michigan,308
48821,Michigan,118
48822,Michigan,56
48823,Michigan,803
48824,Michigan,*
48825,Michigan,*
48826,Michigan,*
48827,Michigan,288
48829,Michigan,78
48830,Michigan,*
48831,Michigan,61
48832,Michigan,*
48833,Michigan,*
48834,Michigan,59
48835,Michigan,*
48836,Michigan,362
48837,Michigan,323
48838,Michigan,502
48840,Michigan,321
48841,Michigan,*
48842,Michigan,396
48843,Michigan,1174
48844,Michigan,*
48845,Michigan,*
48846,Michigan,336
48847,Michigan,131
48848,Michigan,160
48849,Michigan,140
48850,Michigan,91
48851,Michigan,*
48852,Michigan,*
48853,Michigan,*
48854,Michigan,441
48855,Michigan,449
48856,Michigan,*
48857,Michigan,*
48858,Michigan,836
48859,Michigan,*
48860,Michigan,*
48861,Michigan,*
48862,Michigan,*
48864,Michigan,499
48865,Michigan,*
48866,Michigan,109
48867,Michigan,633
48870,Michigan,*
48871,Michigan,*
48872,Michigan,165
48873,Michigan,*
48874,Michigan,*
48875,Michigan,171
48876,Michigan,89
48877,Michigan,61
48878,Michigan,*
48879,Michigan,323
48880,Michigan,155
48881,Michigan,108
48882,Michigan,*
48883,Michigan,209
48884,Michigan,113
48885,Michigan,*
48886,Michigan,*
48887,Michigan,*
48888,Michigan,169
48889,Michigan,*
48890,Michigan,*
48891,Michigan,72
48892,Michigan,108
48893,Michigan,137
48894,Michigan,*
48895,Michigan,277
48896,Michigan,*
48897,Michigan,*
48901,Michigan,*
48906,Michigan,592
48908,Michigan,*
48909,Michigan,*
48910,Michigan,799
48911,Michigan,849
48912,Michigan,491
48913,Michigan,*
48915,Michigan,230
48916,Michigan,*
48917,Michigan,759
48918,Michigan,*
48919,Michigan,*
48922,Michigan,*
48924,Michigan,*
48929,Michigan,*
48930,Michigan,*
48933,Michigan,72
48937,Michigan,*
48951,Michigan,*
48956,Michigan,*
48980,Michigan,*
49001,Michigan,583
49002,Michigan,499
49003,Michigan,*
49004,Michigan,390
49005,Michigan,*
49006,Michigan,543
49007,Michigan,213
49008,Michigan,497
49009,Michigan,996
49010,Michigan,421
49011,Michigan,*
49012,Michigan,74
49013,Michigan,157
49014,Michigan,353
49015,Michigan,527
49016,Michigan,*
49017,Michigan,360
49018,Michigan,*
49019,Michigan,*
49020,Michigan,*
49021,Michigan,110
49022,Michigan,666
49023,Michigan,*
49024,Michigan,718
49026,Michigan,81
49027,Michigan,*
49028,Michigan,132
49029,Michigan,*
49030,Michigan,*
49031,Michigan,218
49032,Michigan,54
49033,Michigan,*
49034,Michigan,*
49035,Michigan,*
49036,Michigan,501
49037,Michigan,359
49038,Michigan,228
49039,Michigan,*
49040,Michigan,54
49041,Michigan,*
49042,Michigan,88
49043,Michigan,77
49045,Michigan,150
49046,Michigan,164
49047,Michigan,342
49048,Michigan,610
49050,Michigan,*
49051,Michigan,58
49052,Michigan,*
49053,Michigan,134
49055,Michigan,180
49056,Michigan,113
49057,Michigan,139
49058,Michigan,469
49060,Michigan,55
49061,Michigan,*
49062,Michigan,*
49063,Michigan,*
49064,Michigan,86
49065,Michigan,201
49066,Michigan,*
49067,Michigan,167
49068,Michigan,390
49070,Michigan,58
49071,Michigan,207
49072,Michigan,65
49073,Michigan,119
49074,Michigan,*
49075,Michigan,*
49076,Michigan,55
49077,Michigan,*
49078,Michigan,208
49079,Michigan,357
49080,Michigan,421
49081,Michigan,*
49082,Michigan,160
49083,Michigan,152
49084,Michigan,*
49085,Michigan,572
49087,Michigan,134
49088,Michigan,94
49089,Michigan,*
49090,Michigan,516
49091,Michigan,412
49092,Michigan,63
49093,Michigan,414
49094,Michigan,97
49095,Michigan,71
49096,Michigan,79
49097,Michigan,258
49098,Michigan,171
49099,Michigan,158
49101,Michigan,102
49102,Michigan,*
49103,Michigan,302
49104,Michigan,*
49106,Michigan,145
49107,Michigan,252
49111,Michigan,105
49112,Michigan,227
49113,Michigan,62
49115,Michigan,*
49116,Michigan,*
49117,Michigan,173
49119,Michigan,*
49120,Michigan,845
49125,Michigan,74
49126,Michigan,*
49127,Michigan,276
49128,Michigan,151
49129,Michigan,*
49130,Michigan,*
49201,Michigan,765
49202,Michigan,386
49203,Michigan,730
49204,Michigan,*
49220,Michigan,59
49221,Michigan,749
49224,Michigan,228
49227,Michigan,*
49228,Michigan,147
49229,Michigan,88
49230,Michigan,256
49232,Michigan,71
49233,Michigan,93
49234,Michigan,64
49235,Michigan,66
49236,Michigan,119
49237,Michigan,101
49238,Michigan,*
49239,Michigan,*
49240,Michigan,192
49241,Michigan,86
49242,Michigan,376
49245,Michigan,151
49246,Michigan,82
49247,Michigan,142
49248,Michigan,*
49249,Michigan,75
49250,Michigan,170
49251,Michigan,131
49252,Michigan,132
49253,Michigan,64
49254,Michigan,83
49255,Michigan,*
49256,Michigan,85
49257,Michigan,*
49258,Michigan,*
49259,Michigan,59
49261,Michigan,*
49262,Michigan,*
49263,Michigan,*
49264,Michigan,*
49265,Michigan,86
49266,Michigan,88
49267,Michigan,56
49268,Michigan,*
49269,Michigan,128
49270,Michigan,130
49271,Michigan,64
49272,Michigan,*
49274,Michigan,113
49276,Michigan,*
49277,Michigan,86
49279,Michigan,*
49281,Michigan,*
49282,Michigan,*
49283,Michigan,67
49284,Michigan,54
49285,Michigan,173
49286,Michigan,363
49287,Michigan,*
49288,Michigan,*
49289,Michigan,*
49301,Michigan,350
49302,Michigan,180
49303,Michigan,*
49304,Michigan,130
49305,Michigan,74
49306,Michigan,216
49307,Michigan,262
49309,Michigan,*
49310,Michigan,86
49311,Michigan,*
49312,Michigan,*
49314,Michigan,*
49315,Michigan,448
49316,Michigan,430
49317,Michigan,*
49318,Michigan,*
49319,Michigan,380
49320,Michigan,*
49321,Michigan,444
49322,Michigan,*
49323,Michigan,190
49325,Michigan,56
49326,Michigan,131
49327,Michigan,210
49328,Michigan,88
49329,Michigan,195
49330,Michigan,130
49331,Michigan,399
49332,Michigan,93
49333,Michigan,276
49335,Michigan,*
49336,Michigan,95
49337,Michigan,285
49338,Michigan,*
49339,Michigan,*
49340,Michigan,*
49341,Michigan,858
49342,Michigan,*
49343,Michigan,150
49344,Michigan,119
49345,Michigan,321
49346,Michigan,87
49347,Michigan,*
49348,Michigan,249
49349,Michigan,176
49351,Michigan,*
49355,Michigan,*
49356,Michigan,*
49357,Michigan,*
49401,Michigan,221
49402,Michigan,*
49403,Michigan,52
49404,Michigan,176
49405,Michigan,56
49406,Michigan,67
49408,Michigan,293
49409,Michigan,*
49410,Michigan,71
49411,Michigan,59
49412,Michigan,262
49413,Michigan,*
49415,Michigan,163
49416,Michigan,*
49417,Michigan,756
49418,Michigan,655
49419,Michigan,206
49420,Michigan,169
49421,Michigan,129
49422,Michigan,*
49423,Michigan,1097
49424,Michigan,1005
49425,Michigan,84
49426,Michigan,663
49427,Michigan,*
49428,Michigan,446
49429,Michigan,*
49430,Michigan,*
49431,Michigan,539
49434,Michigan,*
49435,Michigan,116
49436,Michigan,64
49437,Michigan,164
49440,Michigan,*
49441,Michigan,1008
49442,Michigan,905
49443,Michigan,*
49444,Michigan,540
49445,Michigan,560
49446,Michigan,64
49448,Michigan,112
49449,Michigan,99
49450,Michigan,75
49451,Michigan,136
49452,Michigan,*
49453,Michigan,135
49454,Michigan,148
49455,Michigan,132
49456,Michigan,501
49457,Michigan,247
49458,Michigan,*
49459,Michigan,*
49460,Michigan,182
49461,Michigan,230
49463,Michigan,*
49464,Michigan,550
49468,Michigan,*
49501,Michigan,*
49502,Michigan,*
49503,Michigan,1161
49504,Michigan,1020
49505,Michigan,873
49506,Michigan,1027
49507,Michigan,821
49508,Michigan,1078
49509,Michigan,658
49510,Michigan,*
49512,Michigan,474
49514,Michigan,*
49515,Michigan,*
49516,Michigan,*
49518,Michigan,*
49519,Michigan,659
49523,Michigan,*
49525,Michigan,716
49528,Michigan,*
49530,Michigan,*
49534,Michigan,493
49544,Michigan,221
49546,Michigan,738
49548,Michigan,880
49555,Michigan,*
49560,Michigan,*
49588,Michigan,*
49599,Michigan,*
49601,Michigan,578
49610,Michigan,*
49611,Michigan,*
49612,Michigan,*
49613,Michigan,*
49614,Michigan,80
49615,Michigan,145
49616,Michigan,95
49617,Michigan,142
49618,Michigan,*
49619,Michigan,*
49620,Michigan,88
49621,Michigan,143
49622,Michigan,73
49623,Michigan,*
49625,Michigan,57
49626,Michigan,*
49627,Michigan,*
49628,Michigan,*
49629,Michigan,95
49630,Michigan,98
49631,Michigan,185
49632,Michigan,*
49633,Michigan,74
49634,Michigan,*
49635,Michigan,135
49636,Michigan,*
49637,Michigan,93
49638,Michigan,*
49639,Michigan,78
49640,Michigan,53
49642,Michigan,*
49643,Michigan,228
49644,Michigan,56
49645,Michigan,75
49646,Michigan,216
49648,Michigan,86
49649,Michigan,150
49650,Michigan,111
49651,Michigan,212
49653,Michigan,112
49654,Michigan,*
49655,Michigan,88
49656,Michigan,51
49657,Michigan,139
49659,Michigan,160
49660,Michigan,334
49663,Michigan,138
49664,Michigan,144
49665,Michigan,116
49666,Michigan,*
49667,Michigan,*
49668,Michigan,135
49670,Michigan,123
49673,Michigan,*
49674,Michigan,*
49675,Michigan,*
49676,Michigan,109
49677,Michigan,129
49679,Michigan,*
49680,Michigan,59
49682,Michigan,181
49683,Michigan,79
49684,Michigan,898
49685,Michigan,603
49686,Michigan,1006
49688,Michigan,81
49689,Michigan,71
49690,Michigan,231
49696,Michigan,326
49701,Michigan,68
49705,Michigan,*
49706,Michigan,169
49707,Michigan,632
49709,Michigan,115
49710,Michigan,*
49711,Michigan,*
49712,Michigan,271
49713,Michigan,64
49715,Michigan,*
49716,Michigan,*
49717,Michigan,*
49718,Michigan,*
49719,Michigan,53
49720,Michigan,354
49721,Michigan,492
49722,Michigan,*
49723,Michigan,*
49724,Michigan,*
49725,Michigan,*
49726,Michigan,82
49727,Michigan,229
49728,Michigan,*
49729,Michigan,74
49730,Michigan,60
49733,Michigan,55
49734,Michigan,*
49735,Michigan,656
49736,Michigan,*
49737,Michigan,*
49738,Michigan,251
49739,Michigan,*
49740,Michigan,395
49743,Michigan,*
49744,Michigan,*
49745,Michigan,*
49746,Michigan,100
49747,Michigan,60
49748,Michigan,*
49749,Michigan,121
49751,Michigan,*
49752,Michigan,*
49753,Michigan,62
49755,Michigan,78
49756,Michigan,119
49757,Michigan,56
49759,Michigan,55
49760,Michigan,*
49761,Michigan,*
49762,Michigan,*
49764,Michigan,*
49765,Michigan,129
49766,Michigan,70
49768,Michigan,*
49769,Michigan,*
49770,Michigan,744
49774,Michigan,*
49775,Michigan,*
49776,Michigan,59
49777,Michigan,65
49779,Michigan,190
49780,Michigan,*
49781,Michigan,165
49782,Michigan,*
49783,Michigan,410
49784,Michigan,*
49785,Michigan,*
49786,Michigan,*
49788,Michigan,*
49791,Michigan,*
49792,Michigan,*
49793,Michigan,*
49795,Michigan,87
49796,Michigan,*
49797,Michigan,*
49799,Michigan,75
49801,Michigan,373
49802,Michigan,161
49805,Michigan,*
49806,Michigan,*
49807,Michigan,140
49808,Michigan,*
49812,Michigan,*
49814,Michigan,*
49815,Michigan,*
49816,Michigan,*
49817,Michigan,*
49818,Michigan,*
49819,Michigan,*
49820,Michigan,*
49821,Michigan,55
49822,Michigan,*
49825,Michigan,*
49826,Michigan,*
49827,Michigan,*
49829,Michigan,562
49831,Michigan,*
49833,Michigan,*
49834,Michigan,*
49835,Michigan,*
49836,Michigan,*
49837,Michigan,289
49838,Michigan,*
49839,Michigan,*
49840,Michigan,*
49841,Michigan,179
49845,Michigan,*
49847,Michigan,63
49848,Michigan,*
49849,Michigan,275
49852,Michigan,*
49853,Michigan,*
49854,Michigan,211
49855,Michigan,973
49858,Michigan,389
49861,Michigan,*
49862,Michigan,120
49863,Michigan,*
49864,Michigan,*
49865,Michigan,*
49866,Michigan,235
49868,Michigan,80
49870,Michigan,95
49871,Michigan,*
49872,Michigan,*
49873,Michigan,*
49874,Michigan,*
49876,Michigan,*
49877,Michigan,*
49878,Michigan,108
49879,Michigan,*
49880,Michigan,*
49881,Michigan,*
49883,Michigan,*
49884,Michigan,*
49885,Michigan,*
49886,Michigan,*
49887,Michigan,99
49891,Michigan,*
49892,Michigan,64
49893,Michigan,64
49894,Michigan,*
49895,Michigan,*
49896,Michigan,68
49901,Michigan,*
49902,Michigan,*
49903,Michigan,*
49905,Michigan,113
49908,Michigan,*
49910,Michigan,*
49911,Michigan,91
49912,Michigan,*
49913,Michigan,303
49915,Michigan,*
49916,Michigan,98
49917,Michigan,*
49918,Michigan,*
49919,Michigan,*
49920,Michigan,175
49921,Michigan,*
49922,Michigan,55
49925,Michigan,*
49927,Michigan,*
49929,Michigan,*
49930,Michigan,319
49931,Michigan,186
49934,Michigan,*
49935,Michigan,206
49938,Michigan,322
49942,Michigan,*
49945,Michigan,77
49946,Michigan,93
49947,Michigan,*
49948,Michigan,*
49950,Michigan,*
49952,Michigan,*
49953,Michigan,118
49955,Michigan,*
49958,Michigan,*
49959,Michigan,*
49960,Michigan,*
49961,Michigan,*
49962,Michigan,*
49963,Michigan,*
49964,Michigan,*
49965,Michigan,*
49967,Michigan,*
49968,Michigan,69
49969,Michigan,*
49970,Michigan,*
49971,Michigan,*
50001,Iowa,*
50002,Iowa,*
50003,Iowa,51
50005,Iowa,*
50006,Iowa,*
50007,Iowa,*
50008,Iowa,*
50009,Iowa,149
50010,Iowa,262
50011,Iowa,*
50012,Iowa,*
50013,Iowa,*
50014,Iowa,131
50020,Iowa,*
50021,Iowa,224
50022,Iowa,72
50023,Iowa,247
50025,Iowa,*
50026,Iowa,*
50027,Iowa,*
50028,Iowa,*
50029,Iowa,*
50031,Iowa,*
50032,Iowa,*
50033,Iowa,*
50034,Iowa,*
50035,Iowa,58
50036,Iowa,120
50037,Iowa,*
50038,Iowa,*
50039,Iowa,*
50040,Iowa,*
50041,Iowa,*
50042,Iowa,*
50043,Iowa,*
50044,Iowa,*
50046,Iowa,*
50047,Iowa,*
50048,Iowa,*
50049,Iowa,*
50050,Iowa,*
50051,Iowa,*
50052,Iowa,*
50054,Iowa,*
50055,Iowa,*
50056,Iowa,*
50057,Iowa,*
50058,Iowa,*
50059,Iowa,*
50060,Iowa,*
50061,Iowa,*
50062,Iowa,*
50063,Iowa,*
50064,Iowa,*
50065,Iowa,*
50066,Iowa,*
50067,Iowa,*
50068,Iowa,*
50069,Iowa,*
50070,Iowa,*
50071,Iowa,*
50072,Iowa,*
50073,Iowa,*
50074,Iowa,*
50075,Iowa,*
50076,Iowa,*
50078,Iowa,*
50099,Iowa,*
50101,Iowa,*
50102,Iowa,*
50103,Iowa,*
50104,Iowa,*
50105,Iowa,*
50106,Iowa,*
50107,Iowa,*
50108,Iowa,*
50109,Iowa,*
50110,Iowa,*
50111,Iowa,97
50112,Iowa,103
50115,Iowa,*
50116,Iowa,*
50117,Iowa,*
50118,Iowa,*
50119,Iowa,*
50120,Iowa,*
50122,Iowa,*
50123,Iowa,*
50124,Iowa,*
50125,Iowa,173
50126,Iowa,63
50127,Iowa,*
50128,Iowa,*
50129,Iowa,*
50130,Iowa,*
50131,Iowa,185
50132,Iowa,*
50133,Iowa,*
50134,Iowa,*
50135,Iowa,*
50136,Iowa,*
50137,Iowa,*
50138,Iowa,85
50139,Iowa,*
50140,Iowa,*
50141,Iowa,*
50142,Iowa,*
50143,Iowa,*
50144,Iowa,*
50145,Iowa,*
50146,Iowa,*
50147,Iowa,*
50148,Iowa,*
50149,Iowa,*
50150,Iowa,*
50151,Iowa,*
50152,Iowa,*
50153,Iowa,*
50154,Iowa,*
50155,Iowa,*
50156,Iowa,*
50157,Iowa,*
50158,Iowa,232
50160,Iowa,*
50161,Iowa,*
50162,Iowa,*
50163,Iowa,*
50164,Iowa,*
50165,Iowa,*
50166,Iowa,*
50167,Iowa,*
50168,Iowa,*
50169,Iowa,*
50170,Iowa,*
50171,Iowa,*
50173,Iowa,*
50174,Iowa,*
50201,Iowa,64
50206,Iowa,*
50207,Iowa,*
50208,Iowa,198
50210,Iowa,*
50211,Iowa,105
50212,Iowa,*
50213,Iowa,56
50214,Iowa,*
50216,Iowa,*
50217,Iowa,*
50218,Iowa,*
50219,Iowa,77
50220,Iowa,77
50222,Iowa,*
50223,Iowa,*
50225,Iowa,*
50226,Iowa,*
50227,Iowa,*
50228,Iowa,*
50229,Iowa,*
50230,Iowa,*
50231,Iowa,*
50232,Iowa,*
50233,Iowa,*
50234,Iowa,*
50235,Iowa,*
50236,Iowa,*
50237,Iowa,*
50238,Iowa,*
50239,Iowa,*
50240,Iowa,*
50241,Iowa,*
50242,Iowa,*
50243,Iowa,*
50244,Iowa,*
50246,Iowa,*
50247,Iowa,*
50248,Iowa,*
50249,Iowa,*
50250,Iowa,*
50251,Iowa,*
50252,Iowa,*
50254,Iowa,*
50255,Iowa,*
50256,Iowa,*
50257,Iowa,*
50258,Iowa,*
50259,Iowa,*
50261,Iowa,*
50262,Iowa,*
50263,Iowa,109
50264,Iowa,*
50265,Iowa,400
50266,Iowa,340
50268,Iowa,*
50269,Iowa,*
50271,Iowa,*
50272,Iowa,*
50273,Iowa,129
50274,Iowa,*
50275,Iowa,*
50276,Iowa,*
50277,Iowa,*
50278,Iowa,*
50301,Iowa,*
50302,Iowa,*
50303,Iowa,*
50304,Iowa,*
50305,Iowa,*
50306,Iowa,*
50307,Iowa,*
50308,Iowa,*
50309,Iowa,127
50310,Iowa,474
50311,Iowa,205
50312,Iowa,275
50313,Iowa,248
50314,Iowa,170
50315,Iowa,443
50316,Iowa,226
50317,Iowa,488
50318,Iowa,*
50319,Iowa,*
50320,Iowa,246
50321,Iowa,92
50322,Iowa,421
50323,Iowa,95
50324,Iowa,67
50325,Iowa,148
50327,Iowa,86
50328,Iowa,*
50329,Iowa,*
50330,Iowa,*
50331,Iowa,*
50332,Iowa,*
50333,Iowa,*
50334,Iowa,*
50335,Iowa,*
50336,Iowa,*
50339,Iowa,*
50340,Iowa,*
50359,Iowa,*
50360,Iowa,*
50361,Iowa,*
50362,Iowa,*
50363,Iowa,*
50364,Iowa,*
50367,Iowa,*
50368,Iowa,*
50369,Iowa,*
50380,Iowa,*
50381,Iowa,*
50391,Iowa,*
50392,Iowa,*
50393,Iowa,*
50394,Iowa,*
50395,Iowa,*
50396,Iowa,*
50398,Iowa,*
50401,Iowa,240
50402,Iowa,*
50420,Iowa,*
50421,Iowa,*
50423,Iowa,*
50424,Iowa,*
50426,Iowa,*
50427,Iowa,*
50428,Iowa,92
50430,Iowa,*
50431,Iowa,*
50432,Iowa,*
50433,Iowa,*
50434,Iowa,*
50435,Iowa,*
50436,Iowa,*
50438,Iowa,*
50439,Iowa,*
50440,Iowa,*
50441,Iowa,*
50444,Iowa,*
50446,Iowa,*
50447,Iowa,*
50448,Iowa,*
50449,Iowa,*
50450,Iowa,*
50451,Iowa,*
50452,Iowa,*
50453,Iowa,*
50454,Iowa,*
50455,Iowa,*
50456,Iowa,*
50457,Iowa,*
50458,Iowa,*
50459,Iowa,*
50460,Iowa,*
50461,Iowa,*
50464,Iowa,*
50465,Iowa,*
50466,Iowa,*
50467,Iowa,*
50468,Iowa,*
50469,Iowa,*
50470,Iowa,*
50471,Iowa,*
50472,Iowa,*
50473,Iowa,*
50475,Iowa,*
50476,Iowa,*
50477,Iowa,*
50478,Iowa,*
50479,Iowa,*
50480,Iowa,*
50481,Iowa,*
50482,Iowa,*
50483,Iowa,*
50484,Iowa,*
50501,Iowa,206
50510,Iowa,*
50511,Iowa,*
50514,Iowa,*
50515,Iowa,*
50516,Iowa,*
50517,Iowa,*
50518,Iowa,*
50519,Iowa,*
50520,Iowa,*
50521,Iowa,*
50522,Iowa,*
50523,Iowa,*
50524,Iowa,*
50525,Iowa,*
50526,Iowa,*
50527,Iowa,*
50528,Iowa,*
50529,Iowa,*
50530,Iowa,*
50531,Iowa,*
50532,Iowa,*
50533,Iowa,*
50535,Iowa,*
50536,Iowa,52
50538,Iowa,*
50539,Iowa,*
50540,Iowa,*
50541,Iowa,*
50542,Iowa,*
50543,Iowa,*
50544,Iowa,*
50545,Iowa,*
50546,Iowa,*
50548,Iowa,*
50551,Iowa,*
50552,Iowa,*
50554,Iowa,*
50556,Iowa,*
50557,Iowa,*
50558,Iowa,*
50559,Iowa,*
50560,Iowa,*
50561,Iowa,*
50562,Iowa,*
50563,Iowa,*
50565,Iowa,*
50566,Iowa,*
50567,Iowa,*
50568,Iowa,*
50569,Iowa,*
50570,Iowa,*
50571,Iowa,*
50573,Iowa,*
50574,Iowa,*
50575,Iowa,*
50576,Iowa,*
50577,Iowa,*
50578,Iowa,*
50579,Iowa,*
50581,Iowa,*
50582,Iowa,*
50583,Iowa,*
50585,Iowa,*
50586,Iowa,*
50588,Iowa,81
50590,Iowa,*
50591,Iowa,*
50592,Iowa,*
50593,Iowa,*
50594,Iowa,*
50595,Iowa,104
50597,Iowa,*
50598,Iowa,*
50599,Iowa,*
50601,Iowa,*
50602,Iowa,*
50603,Iowa,*
50604,Iowa,*
50605,Iowa,*
50606,Iowa,*
50607,Iowa,*
50608,Iowa,*
50609,Iowa,*
50611,Iowa,*
50612,Iowa,*
50613,Iowa,317
50614,Iowa,*
50616,Iowa,94
50619,Iowa,*
50620,Iowa,*
50621,Iowa,*
50622,Iowa,*
50623,Iowa,*
50624,Iowa,*
50625,Iowa,*
50626,Iowa,*
50627,Iowa,*
50628,Iowa,*
50629,Iowa,*
50630,Iowa,*
50631,Iowa,*
50632,Iowa,*
50633,Iowa,*
50634,Iowa,*
50635,Iowa,*
50636,Iowa,*
50638,Iowa,*
50641,Iowa,*
50642,Iowa,*
50643,Iowa,*
50644,Iowa,98
50645,Iowa,*
50647,Iowa,*
50648,Iowa,*
50649,Iowa,*
50650,Iowa,*
50651,Iowa,*
50652,Iowa,*
50653,Iowa,*
50654,Iowa,*
50655,Iowa,*
50657,Iowa,*
50658,Iowa,*
50659,Iowa,57
50660,Iowa,*
50661,Iowa,*
50662,Iowa,71
50664,Iowa,*
50665,Iowa,*
50666,Iowa,*
50667,Iowa,*
50668,Iowa,*
50669,Iowa,*
50670,Iowa,*
50671,Iowa,*
50672,Iowa,*
50673,Iowa,*
50674,Iowa,*
50675,Iowa,*
50676,Iowa,*
50677,Iowa,93
50680,Iowa,*
50681,Iowa,*
50682,Iowa,*
50701,Iowa,264
50702,Iowa,285
50703,Iowa,200
50704,Iowa,*
50707,Iowa,92
50801,Iowa,71
50830,Iowa,*
50831,Iowa,*
50833,Iowa,*
50835,Iowa,*
50836,Iowa,*
50837,Iowa,*
50839,Iowa,*
50840,Iowa,*
50841,Iowa,*
50842,Iowa,*
50843,Iowa,*
50845,Iowa,*
50846,Iowa,*
50847,Iowa,*
50848,Iowa,*
50849,Iowa,*
50851,Iowa,*
50853,Iowa,*
50854,Iowa,*
50857,Iowa,*
50858,Iowa,*
50859,Iowa,*
50860,Iowa,*
50861,Iowa,*
50862,Iowa,*
50863,Iowa,*
50864,Iowa,*
50936,Iowa,*
50940,Iowa,*
50947,Iowa,*
50950,Iowa,*
50980,Iowa,*
50981,Iowa,*
50982,Iowa,*
50983,Iowa,*
51001,Iowa,*
51002,Iowa,*
51003,Iowa,*
51004,Iowa,*
51005,Iowa,*
51006,Iowa,*
51007,Iowa,*
51008,Iowa,*
51009,Iowa,*
51010,Iowa,*
51011,Iowa,*
51012,Iowa,*
51014,Iowa,*
51015,Iowa,*
51016,Iowa,*
51018,Iowa,*
51019,Iowa,*
51020,Iowa,*
51022,Iowa,*
51023,Iowa,*
51024,Iowa,*
51025,Iowa,*
51026,Iowa,*
51027,Iowa,*
51028,Iowa,*
51029,Iowa,*
51030,Iowa,*
51031,Iowa,85
51033,Iowa,*
51034,Iowa,*
51035,Iowa,*
51036,Iowa,*
51037,Iowa,*
51038,Iowa,*
51039,Iowa,*
51040,Iowa,*
51041,Iowa,*
51044,Iowa,*
51045,Iowa,*
51046,Iowa,*
51047,Iowa,*
51048,Iowa,*
51049,Iowa,*
51050,Iowa,*
51051,Iowa,*
51052,Iowa,*
51053,Iowa,*
51054,Iowa,*
51055,Iowa,*
51056,Iowa,*
51058,Iowa,*
51060,Iowa,*
51061,Iowa,*
51062,Iowa,*
51063,Iowa,*
51101,Iowa,*
51102,Iowa,*
51103,Iowa,185
51104,Iowa,191
51105,Iowa,98
51106,Iowa,265
51108,Iowa,70
51109,Iowa,*
51111,Iowa,*
51201,Iowa,*
51230,Iowa,*
51231,Iowa,*
51232,Iowa,*
51234,Iowa,*
51235,Iowa,*
51237,Iowa,*
51238,Iowa,*
51239,Iowa,*
51240,Iowa,*
51241,Iowa,*
51242,Iowa,*
51243,Iowa,*
51244,Iowa,*
51245,Iowa,*
51246,Iowa,*
51247,Iowa,*
51248,Iowa,*
51249,Iowa,*
51250,Iowa,51
51301,Iowa,112
51331,Iowa,*
51333,Iowa,*
51334,Iowa,66
51338,Iowa,*
51340,Iowa,*
51341,Iowa,*
51342,Iowa,*
51343,Iowa,*
51345,Iowa,*
51346,Iowa,*
51347,Iowa,*
51350,Iowa,*
51351,Iowa,*
51354,Iowa,*
51355,Iowa,*
51357,Iowa,*
51358,Iowa,*
51360,Iowa,95
51363,Iowa,*
51364,Iowa,*
51365,Iowa,*
51366,Iowa,*
51401,Iowa,71
51430,Iowa,*
51431,Iowa,*
51432,Iowa,*
51433,Iowa,*
51436,Iowa,*
51439,Iowa,*
51440,Iowa,*
51441,Iowa,*
51442,Iowa,*
51443,Iowa,*
51444,Iowa,*
51445,Iowa,*
51446,Iowa,*
51447,Iowa,*
51448,Iowa,*
51449,Iowa,*
51450,Iowa,*
51451,Iowa,*
51452,Iowa,*
51453,Iowa,*
51454,Iowa,*
51455,Iowa,*
51458,Iowa,*
51459,Iowa,*
51460,Iowa,*
51461,Iowa,*
51462,Iowa,*
51463,Iowa,*
51465,Iowa,*
51466,Iowa,*
51467,Iowa,*
51501,Iowa,306
51502,Iowa,*
51503,Iowa,258
51510,Iowa,*
51520,Iowa,*
51521,Iowa,*
51523,Iowa,*
51525,Iowa,*
51526,Iowa,*
51527,Iowa,*
51528,Iowa,*
51529,Iowa,*
51530,Iowa,*
51531,Iowa,*
51532,Iowa,*
51533,Iowa,*
51534,Iowa,54
51535,Iowa,*
51536,Iowa,*
51537,Iowa,63
51540,Iowa,*
51541,Iowa,*
51542,Iowa,*
51543,Iowa,*
51544,Iowa,*
51545,Iowa,*
51546,Iowa,*
51548,Iowa,*
